# Canonical q golden corpus.
#
# Tab-separated columns: status, expr, canonical, leia, reason.
#   status    one of match / deviation / gap.
#   expr      the q expression under test (evaluated on a fresh session).
#   canonical the value canonical kdb+/q returns for expr, written as a q
#             literal/expression evaluated through Leia for comparison, or
#             ERROR / ERROR:substr when canonical q signals an error, or NAN
#             for a float NaN atom.
#   leia      deviation entries: the DOCUMENTED Leia behavior (expression,
#             ERROR:substr, or NAN); optional drift pin for gap entries.
#   reason    free text for deviation/gap entries.
#
# Every canonical column was hand-encoded from canonical kdb+/q semantics;
# entries the author was not certain about were left out rather than guessed.
#
# ---- null & arithmetic propagation ----
match	group 1 2 1	1 2!(0 2;1#1)
match	group `a`b`a	`a`b!(0 2;1#1)
match	cols ([] a:1 2; b:3 4)	`a`b
match	count ([] a:1 2 3)	3
# ---- adverb edges ----
match	(+/)[1 2 3]	6
match	+/ 1 2 3	6
match	(+\)[1 2 3]	1 3 6
match	0 +/ 1 2 3	6
match	10 +/ 1 2 3	16
match	10 +\ 1 2 3	11 13 16
match	{x+y}/[1 2 3]	6
match	{x+y}\[10;1 2 3]	11 13 16
match	count each (1 2;enlist 3)	2 1
match	count each (1 2;3)	2 1
match	{x*2} each 1 2 3	2 4 6
match	{x} each ()	()
match	(-':)[1 3 6]	1 2 3
match	deltas 1 3 6	1 2 3
match	10 -': 1 3 6	-9 2 3
match	1 2 3+\:10	11 12 13
match	10+/:1 2 3	11 12 13
match	1 2+\:10 20	(11 21;12 22)
match	1 2+/:10 20	(11 12;21 22)
match	{x div 2}\[7]	7 3 1 0
match	{x div 2}/[7]	0
match	3 {x+1}/ 0	3
match	3 {x+1}\ 0	0 1 2 3
match	(*/)[2 3 4]	24
match	(|/)[3 1 2]	3
match	(&/)[3 1 2]	1
match	sum each (1 2;3 4)	3 7
# ---- adverb spellings: operator bracket forms, parenthesized derived verbs,
# ---- word adverbs, named adverb calls, composed over-of-over ----
match	+/[1 2 3]	6
match	+/[10;1 2 3]	16
match	+'[1 2 3;10 20 30]	11 22 33
match	-':[1 3 6]	1 2 3
match	(+/) til 5	10
match	(,/)(1 2;3 4)	1 2 3 4
match	(+\)1 2 3	1 3 6
match	(+) over 1 2 3	6
match	(+) scan 1 2 3	1 3 6
match	{x+y} over 1 2 3	6
match	each[count;(1 2;3 4 5)]	2 3
match	over[+;1 2 3]	6
match	scan[*;1 2 3]	1 2 6
match	prior[-;1 3 6]	1 2 3
match	,//((1;(2;3));enlist 4)	1 2 3 4
match	1 2,\:10 20	(1 10 20;2 10 20)
match	1 2,/:10 20	(1 2 10;1 2 20)
# ---- sort and grading ----
match	iasc 2 1 2 1	1 3 0 2
match	idesc 1 2 1 2	1 3 0 2
match	asc 3 1 2	1 2 3
match	desc 1 3 2	3 2 1
match	rank 30 10 20	2 0 1
match	asc `b`a`c	`a`b`c
match	iasc til 0	til 0
match	3 xrank til 6	0 0 1 1 2 2
match	asc 0N 2 1	0N 1 2
# ---- membership, search, set ops ----
match	distinct 1 2 1 3	1 2 3
match	1 2 3 in 2 3	011b
match	2 in 1 2	1b
match	1 2 3?2	1
match	1 2 3?9	3
match	1 2 3 inter 2 4	1#2
match	1 2 3 except 2	1 3
match	1 2 3 except 1 2 3	til 0
match	1 2 union 2 3	1 2 3
match	1 3 5 bin 4	1
match	1 3 5 bin 0	-1
match	1 3 5 binr 4	2
match	2 within 1 3	1b
match	0 5 within 1 3	00b
match	where 0 1 1 0b	1 2
match	where 0 2 1	1 1 2
match	where 0#0b	til 0
# ---- strings and symbols ----
match	upper "abc"	"ABC"
match	lower "AbC"	"abc"
match	reverse "abc"	"cba"
match	string `abc	"abc"
match	string 42	"42"
match	string 1.5	"1.5"
match	`$"x"	`x
match	"," sv ("ab";"cd")	"ab,cd"
match	"," vs "ab,cd"	("ab";"cd")
match	" " sv ("a";"b")	"a b"
match	"abcab" ss "ab"	0 3
match	ssr["hello";"l";"L"]	"heLLo"
match	trim "  ab  "	"ab"
match	ltrim " ab "	"ab "
match	rtrim " ab "	" ab"
match	"abc" like "a*"	1b
match	"abc" like "a?c"	1b
match	count "abc"	3
match	reverse ""	""
match	lower `ABC	`abc
match	upper `ab	`AB
deviation	raze string `ab`cd	"abcd"	("ab";"cd")	strings-are-atoms design: a string is a scalar, not a char list, so string of a symbol vector is a string vector and raze returns it unchanged instead of concatenating
match	"abc" 1	"b"
match	("ab")@5	" "
match	5$"ab"	"ab   "
match	-5$"ab"	"   ab"
match	1 "hello"	1
# ---- numeric encode / decode ----
match	2 vs 10	1 0 1 0
match	2 sv 1 0 1 0	10
match	10 vs 123	1 2 3
# ---- temporal ----
match	2024.01.02>2024.01.01	1b
match	2024.01.01 within 2023.12.31 2024.06.30	1b
match	12:00<13:00	1b
match	12:30:00>12:29:59	1b
match	2024.01.01=2024.01.01	1b
match	2024.01.01+1	2024.01.02
deviation	2024.01.02-2024.01.01	1i	1	long-promotion design: the dialect's only integer surface type is long; all narrower integer results widen to long (canonical date difference returns int)
match	(2024.01.02-2024.01.01)=1	1b
match	2024.05m+1	2024.06m
deviation	`mm$2024.05.01	5i	5	long-promotion design: the dialect's only integer surface type is long; all narrower integer results widen to long (canonical temporal accessor casts return int)
match	(`mm$2024.05.01)=5	1b
deviation	`year$2024.05.01	2024i	2024	long-promotion design: the dialect's only integer surface type is long; all narrower integer results widen to long (canonical temporal accessor casts return int)
match	(`year$2024.05.01)=2024	1b
match	2024.01.31+1	2024.02.01
match	1+2024.01.31	2024.02.01
match	(2024.03.01-2024.02.28)=2	1b
match	12:30+30	13:00
match	12:30:00+30	12:30:30
match	12:00:00.000+1	12:00:00.001
match	2024.05m-1	2024.04m
match	13:00-12:15	00:45
match	2024.01.02D00:00:00-2024.01.01D00:00:00	1D00:00:00
match	2024.01.01D00:00:00+1000000000	2024.01.01D00:00:01
match	2024.01.01+12:00:00.000	2024.01.01D12:00:00
match	2024.01.01D12:00:00+0D00:30:00	2024.01.01D12:30:00
match	0Nd+1	0Nd
match	0Wd>2024.01.01	1b
match	2024.01.01 2024.01.02+1	2024.01.02 2024.01.03
match	(`dd$2024.05.09)=9	1b
match	`month$2024.05.09	2024.05m
match	(`hh$12:34:56)=12	1b
match	`minute$12:34:56	12:34
match	`week$2024.06.12	2024.06.10
# ---- conditionals and control flow ----
match	$[1b;`a;`b]	`a
match	$[0;1;2]	2
match	$[0;1;0;2;3]	3
match	?[1 0 1b;10 20 30;77 88 99]	10 88 30
match	i:0;while[i<3;i:i+1];i	3
# ---- type verb ----
deviation	type 1	-7h	-7	long-promotion design applied to type: codes agree with canonical numerically but are returned as long because the dialect has no short atom surface
deviation	type 1 2	7h	7	long-promotion design applied to type: codes agree with canonical numerically but are returned as long because the dialect has no short atom surface
deviation	type 1.5	-9h	-9	long-promotion design applied to type: codes agree with canonical numerically but are returned as long because the dialect has no short atom surface
deviation	type `a	-11h	-11	long-promotion design applied to type: codes agree with canonical numerically but are returned as long because the dialect has no short atom surface
deviation	type "ab"	10h	10	long-promotion design applied to type: codes agree with canonical numerically but are returned as long because the dialect has no short atom surface
deviation	type ()	0h	0	long-promotion design applied to type: codes agree with canonical numerically but are returned as long because the dialect has no short atom surface
# ---- casts ----
match	`float$1	1f
deviation	`long$2.7	3	2	float-to-integer casts truncate toward zero uniformly across scalar, vector-kernel, and JIT tiers; canonical rounds half-to-even — convergence deferred (multi-tier kernel change), not a design endorsement
deviation	`long$-2.7	-3	-2	float-to-integer casts truncate toward zero uniformly across scalar, vector-kernel, and JIT tiers; canonical rounds half-to-even — convergence deferred (multi-tier kernel change), not a design endorsement
match	"J"$"42"	42
match	"F"$"1.5"	1.5
deviation	`boolean$2	1b	ERROR	boolean-is-logical design: only 0 and 1 cast to boolean; canonical q maps any nonzero number to 1b
match	`int$3.0	3i
match	"J"$"junk"	0N
# ---- misc verbs ----
match	til 5	0 1 2 3 4
match	til 0	0#1 2 3
match	next 1 2 3	2 3 0N
match	prev 1 2 3	0N 1 2
match	fills 1 0N 3 0N	1 1 3 3
match	fills 0N 1	0N 1
match	0^1 0N 3	1 0 3
match	9^0N	9
match	0N 2^3 0N	3 2
match	differ 1 1 2 2 3	10101b
match	maxs 1 3 2	1 3 3
match	mins 3 1 2	3 1 1
match	prds 1 2 3	1 2 6
match	avgs 2 4	2 3f
match	med 3 1 2	2f
match	med 1 2 3 4	2.5
match	var 1 2 3 4	1.25
match	dev 1 2 3 4	sqrt 1.25
match	5 xbar 3 7 13	0 5 10
match	5 xbar -1	-5
match	2 mavg 1 2 3	1 1.5 2.5
match	2 msum 1 2 3	1 3 5
match	2 mmax 1 3 2	1 3 3
match	2 mmin 3 1 2	3 1 1
match	2 mcount 1 0N 3	1 1 1
match	2 xprev 1 2 3 4	0N 0N 1 2
match	1 2 cross 10 20	(1 10;1 20;2 10;2 20)
match	wavg[1 1;3 4]	3.5
match	any 0 0 1b	1b
match	all 1 1 0b	0b
match	value 42	42
match	value "1+2"	3
# ---- value / eval / parse evaluation verbs ----
match	a:5;value `a	5
match	value `undefined	ERROR:undefined
match	value "x:9;x*2"	18
match	value "x:9";x	9
match	eval 42	42
match	eval parse "2*3+1"	8
match	value parse "1+2"	3
match	eval parse "deltas sums til 5"	0 1 2 3 4
match	x:"3*4";1+value x	13
deviation	parse "7 mod 3"	(mod;7;3)	(`mod;7;3)	parse-tree spelling (representation-bound): tree heads are verb-name symbols, not function atoms; eval resolves symbol heads against the verb registries
deviation	eval (`mod;(`mod;17;10);3)	ERROR:mod	1	parse-tree spelling consequence (representation-bound): symbol heads resolve as verbs, so (`mod;x;y) applies mod where canonical q signals 'mod for an unbound symbol head
match	eval parse "`a`b!1 2"	`a`b!1 2
match	0N!42	42
match	(sum;10 20 30 40) fby `a`a`b`b	30 30 70 70
deviation	sum 1 2 3 4 fby `a`a`b`b	ERROR	3 3 7 7	fby spelling: the dialect ALSO accepts the word form `agg vec fby group` (canonical q rejects a bare vector left of fby); the canonical tuple form (agg;vec) fby group is supported too
match	mmu[2 2#1 2 3 4f;2 2#5 6 7 8f]	(19 22f;43 50f)
match	inv 2 2#1 0 0 1f	(1 0f;0 1f)
match	sum (1 2;3 4)	4 6
# ---- right-to-left evaluation order ----
match	2*3+4	14
match	10-3-2	9
match	2+3*4	14
match	8%4%2	4f
# ---- fuzzer findings (2026-06) ----
match	(0%0)~0%0	1b
match	count~count	1b
match	{x+1}~{x+1}	1b
match	(`a`b!1 2)<>`a`b!1 2	`a`b!00b
match	min trim `a	ERROR
# ---- date rendering ----
deviation	string 2024.01.05	"2024.01.05"	"2024-01-05"	ISO-date-string design: string of a date renders the ISO 8601 dash form (2024-01-05); canonical q renders dots
# ---- error trap & signal ----
match	@[{x+1};1;`oops]	2
match	@[{'x};"boom";{("caught";x)}]	("caught";"boom")
match	@[{1+`a};0;{`caught}]	`caught
match	.[{x+y};(1;2);`e]	3
match	.[{x+y};(1;`a);`e]	`e
match	'`oops	ERROR:oops
match	'"err"	ERROR:err
match	@[{'x};"boom";{x}]	"boom"
match	@[{@[{'x};x;{("inner";x)}]};"deep";{("outer";x)}]	("inner";"deep")
match	@[{@[{'x};x;{'x}]};"sig";{("outer";x)}]	("outer";"sig")
match	@[10 20 30;1;{x*10}]	10 200 30
# ---- indexed assignment, table row indexing, dict arithmetic (R13) ----
match	v:1 2 3;v[1]:99;v	1 99 3
match	x:1 2 3;x[0 1]:10 20;x	10 20 3
match	m:(1 2;3 4);m[0;1]:9;m	(1 9;3 4)
match	t:([] a:1 2 3);t[`a]:7 8 9;t	([] a:7 8 9)
match	t:([] a:1 2 3);t[`b]:10 20 30;t	([] a:1 2 3;b:10 20 30)
match	t:([] a:1 2 3;b:10 20 30);t[1]	`a`b!2 20
match	t:([] a:1 2 3);t[0 2]	([] a:1 3)
match	t:([] a:1 2 3;b:10 20 30);t[1;`b]	20
match	t:([] a:1 2 3;b:10 20 30);t . (1;`b)	20
match	t:([] a:1 2 3;b:10 20 30);t @ 2	`a`b!3 30
match	(`a`b!1 2)-`b`c!10 20	`a`b`c!1 -8 -20
match	(`a`b!1 2)*`b`c!10 20	`a`b`c!1 20 20
match	(`a`b!1 2)+10	`a`b!11 12
match	(`a`b!1 2)+10 20	`a`b!11 22
match	sum `a`b!1 2	3
match	max `a`b!1 2	2
match	neg `a`b!1 2	`a`b!-1 -2
match	where `a`b!2 1	`a`a`b
match	`a`b#`a`b`c!1 2 3	`a`b!1 2
match	`a _ `a`b`c!1 2 3	`b`c!2 3
match	1 _ `a`b`c!1 2 3	`b`c!2 3
match	(`a`b`c!1 2 3) _ `b	`a`c!1 3

# ---- functional qSQL ?[t;c;b;a] / ![t;c;b;a] ----
# Constraint spelling: canonical operator-atom parse trees like (>;`a;1)
# construct naturally (bare operators evaluate to function atoms). The
# canonical empty-symbol-list spelling 0#` does not parse; `$() (equivalent
# canonical spelling) is used for the delete-rows form.
match	?[([] a:1 2 3;b:10 20 30);enlist (>;`a;1);0b;()]	([] a:2 3;b:20 30)
match	?[([] a:1 2 3 4;b:10 20 30 40);((>;`a;1);(<;`a;4));0b;()]	([] a:2 3;b:20 30)
match	?[([] a:1 2 3);enlist (<=;`a;2);0b;()]	([] a:1 2)
match	?[([] s:`x`y`z;b:1 2 3);enlist (in;`s;`x`z);0b;()]	([] s:`x`z;b:1 3)
match	?[([] s:`x`y`x;b:1 2 3);enlist (=;`s;enlist `x);0b;()]	([] s:`x`x;b:1 3)
match	?[([] a:1 2 3);();();`a]	1 2 3
match	?[([] b:10 20 30);();();(sum;`b)]	60
match	?[([] a:1 2 3 4);();0b;();2]	([] a:1 2)
match	![([] a:1 2 3;b:10 20 30);enlist (>;`a;1);0b;(enlist `b)!enlist (*;`b;2)]	([] a:1 2 3;b:10 40 60)
match	![([] a:1 2 3;b:10 20 30);();0b;enlist `b]	([] a:1 2 3)
match	![([] a:1 2 3;b:10 20 30);enlist (>;`a;1);0b;`$()]	1#([] a:1 2 3;b:10 20 30)
match	t:([] a:1 2 3); ![`t;();0b;(enlist `a)!enlist (*;`a;10)]	`t
match	t:([] a:1 2 3); ![`t;();0b;(enlist `a)!enlist (*;`a;10)]; t	([] a:10 20 30)
match	?[([] a:1 2 3;b:10 20 30);();0b;(enlist `c)!enlist (+;`a;`b)]	([] c:11 22 33)
match	?[([] s:`x`y`x;b:10 20 30);();(enlist `s)!enlist `s;(enlist `t)!enlist (sum;`b)]	([s:`x`y] t:40 20)
# ---- R15 breadth expansion: verb x edge-input combos ----
match	reverse enlist 7	enlist 7
match	distinct 1 1 1	enlist 1
match	asc 101b	011b
match	iasc 10b	1 0
match	iasc `b`a	1 0
match	desc 0N 2 1	2 1 0N
match	sum 0N 0N	0
match	avg 0N 0N	0n
match	prd 0N 0N	1
match	max enlist 0N	0N
match	deltas til 0	til 0
match	null deltas 0N 1	11b
match	sums til 0	til 0
match	neg 1 0N	-1 0N
match	abs -1 0N	1 0N
match	floor 0n	0N
match	ceiling 0n	0N
match	null 1 0N 2	010b
match	where 3	0 0 0
match	0N div 2	0N
match	maxs 1 0N 3	1 1 3
match	mins 3 0N 1	3 3 1
match	2 msum 1 0N 3	1 1 3
match	2 mavg 1 0N 3	1 1 3f
match	2 mcount 1 0N 0N	1 1 0
match	fills til 0	til 0
match	differ til 0	0#0b
match	(-':)[til 0]	til 0
# ---- R15: temporal corners ----
match	2024.12m+1	2025.01m
match	2024.01m-2	2023.11m
match	(2024.06m-2024.01m)=5	1b
match	2024.02.28+2	2024.03.01
match	2023.02.28+1	2023.03.01
match	12:59+1	13:00
match	12:59:59+1	13:00:00
match	2024.01.01D23:59:59+1000000000	2024.01.02D00:00:00
match	(`dd$2024.01.05 2024.02.07)=5 7	11b
match	`month$2024.01.15 2024.02.20	2024.01 2024.02m
match	(`hh$11:22:33)=11	1b
match	(`uu$11:22:33)=22	1b
match	(`uu$12:34)=34	1b
match	(`ss$11:22:33)=33	1b
match	`minute$11:22:33	11:22
match	`second$2024.01.01D12:30:45	12:30:45
match	`date$2024.01.01D12:30:45	2024.01.01
match	0Nd<2024.01.01	1b
match	-0Wd<2024.01.01	1b
match	2024.01.01 in 2024.01.01 2024.01.02	1b
# ---- R15: dict and keyed-table ops ----
match	(0!1!([] a:1 2;b:10 20))~([] a:1 2;b:10 20)	1b
match	0!([] a:1 2)	([] a:1 2)
match	(`a xkey ([] a:1 2;b:3 4))~1!([] a:1 2;b:3 4)	1b
match	(2!([] a:1 2;b:10 20;c:5 6))~`a`b xkey ([] a:1 2;b:10 20;c:5 6)	1b
match	(value 1!([] a:1 2;b:3 4))~([] b:3 4)	1b
match	cols 1!([] a:1 2;b:3 4)	`a`b
match	count 1!([] a:1 2;b:3 4)	2
match	value `a`b!(1 2;3 4)	(1 2;3 4)
match	(`a`b!1 2)~`b`a!2 1	0b
match	-2#`a`b`c!1 2 3	`b`c!2 3
match	1#`a`b`c!1 2 3	(enlist `a)!enlist 1
match	@[`a`b!1 2;`a;:;9]	`a`b!9 2
# ---- R15: adverb matrices ----
match	10 +/ til 0	10
match	10 +\ til 0	til 0
match	(+/)[0n;til 0]	0n
match	{x+y}/[5;()]	5
match	1 2,\:()	(enlist 1;enlist 2)
match	(),/:1 2	(enlist 1;enlist 2)
match	(,':)[1 2 3]	(1;2 1;3 2)
match	1 2,'3 4 5	ERROR
match	1 2+'1 2 3	ERROR
match	{x,y}\[1 2 3]	(1;1 2;1 2 3)
match	(*\)[1 2 3 4]	1 2 6 24
match	2 {x*y}/ 3 4	24
match	each[reverse;(1 2;3 4)]	(2 1;4 3)
match	prior[+;1 2 3]	1 3 5
match	(avg;1 2 3 4) fby `a`a`b`b	1.5 1.5 3.5 3.5
# ---- R15: strings ----
match	"abcadc" ss "a?c"	0 3
match	"a1b2" ss "[0-9]"	1 3
match	"abcabc" ss "[ab]b"	0 3
match	ssr["toronto";"o";"0"]	"t0r0nt0"
match	ssr["banana";"an";"AN"]	"bANANa"
match	"abc" like "*b*"	1b
match	"abc" like "ABC"	0b
match	"a" like "[ab]"	1b
match	"2024" like "202[0-9]"	1b
match	`abc like "a*"	1b
match	"." vs "a.b.c"	("a";"b";"c")
match	"," vs "abc"	1_("x";"abc")
match	"," sv enlist "ab"	"ab"
match	2$"abcde"	"ab"
match	string `a`b	("a";"b")
match	upper `ab`cd	`AB`CD
match	"abc"?"b"	1
match	"ab" in ("ab";"cd")	1b
# ---- R15: console handle writes ----
match	-1 "bye"	-1
match	2 "err"	2
# ---- R15: take / drop / cut ----
match	1#1 2 3	enlist 1
match	-1#1 2 3	enlist 3
match	(0#`a`b)~`$()	1b
match	-5_1 2 3	til 0
match	-1_enlist 1	til 0
match	3 cut til 7	(0 1 2;3 4 5;enlist 6)
match	0 1 3 cut til 5	(enlist 0;1 2;3 4)
match	2#0#0.0	0 0f
match	1_`a`b`c	`b`c
# ---- R15: find / within / bin ----
match	1 2 3?1 2	0 1
match	1 2 3 within 2 3	011b
match	2 within 3 1	0b
match	1 3 5 bin 5	2
match	1 3 5 bin 6	2
match	1 3 5 binr 0	0
match	1 3 5 binr 6	3
match	5 within 1 0N	0b
# ---- R15: join corners ----
match	(),()	()
match	0N,1	0N 1
match	(1 2;3 4),enlist 5 6	(1 2;3 4;5 6)
match	(([] a:1 2),([] a:3 4))~([] a:1 2 3 4)	1b
match	`a`b,`c	`a`b`c
match	"x","yz"	"xyz"
match	raze (1;2;(3;(4;5)))	(1;2;3;(4;5))
match	flip flip (1 2;3 4)	(1 2;3 4)
match	flip enlist 1 2	(enlist 1;enlist 2)
# ---- R15: set ops ----
match	`a`b inter `b`c	enlist `b
match	1 1 2 except 1	enlist 2
match	distinct `a`b`a	`a`b
# ---- R15: rotate / xprev ----
match	1 rotate `a`b`c	`b`c`a
match	-1 xprev 1 2 3	2 3 0N
match	2 xprev til 0	til 0
# ---- R15: encode / decode ----
match	2 sv 1 1	3
match	24 60 60 sv 1 1 1	3661
match	24 60 60 vs 3661	1 1 1
match	0 24 60 60 vs 90061	1 1 1 1
match	2 2 2 vs 5	1 0 1
# ---- R15: functional and indexed amend ----
match	@[1 2 3;0;:;9]	9 2 3
match	@[1 2 3;0 1;+;10]	11 12 3
