# Canonical q golden corpus.
#
# Tab-separated columns: status, expr, canonical, leia, reason.
#   status    one of match / deviation / gap.
#   expr      the q expression under test (evaluated on a fresh session).
#   canonical the value canonical kdb+/q returns for expr, written as a q
#             literal/expression evaluated through Leia for comparison, or
#             ERROR / ERROR:substr when canonical q signals an error, or NAN
#             for a float NaN atom.
#   leia      deviation entries: the DOCUMENTED Leia behavior (expression,
#             ERROR:substr, or NAN); optional drift pin for gap entries.
#   reason    free text for deviation/gap entries.
#
# Every canonical column was hand-encoded from canonical kdb+/q semantics;
# entries the author was not certain about were left out rather than guessed.
#
# ---- null & arithmetic propagation ----
gap	d:`a`b!1 2;d[`c]:3;d	`a`b`c!1 2 3	ERROR	dict element upsert assignment unsupported
gap	d:`a`b!1 2;d[`a]:9;d	`a`b!9 2	ERROR	dict element assignment unsupported
match	group 1 2 1	1 2!(0 2;1#1)
match	group `a`b`a	`a`b!(0 2;1#1)
match	cols ([] a:1 2; b:3 4)	`a`b
match	count ([] a:1 2 3)	3
# ---- adverb edges ----
match	(+/)[1 2 3]	6
match	+/ 1 2 3	6
match	(+\)[1 2 3]	1 3 6
match	0 +/ 1 2 3	6
match	10 +/ 1 2 3	16
match	10 +\ 1 2 3	11 13 16
match	{x+y}/[1 2 3]	6
match	{x+y}\[10;1 2 3]	11 13 16
match	count each (1 2;enlist 3)	2 1
match	count each (1 2;3)	2 1
match	{x*2} each 1 2 3	2 4 6
gap	{x} each ()	()		each over empty yields a null-kind empty instead of ()
match	(-':)[1 3 6]	1 2 3
match	deltas 1 3 6	1 2 3
match	10 -': 1 3 6	-9 2 3
match	1 2 3+\:10	11 12 13
match	10+/:1 2 3	11 12 13
gap	1 2+\:10 20	(11 21;12 22)	11 22	each-left with vector right collapses to plain dyadic application
gap	1 2+/:10 20	(11 12;21 22)	11 22	each-right with vector left collapses to plain dyadic application
match	{x div 2}\[7]	7 3 1 0
match	{x div 2}/[7]	0
match	3 {x+1}/ 0	3
match	3 {x+1}\ 0	0 1 2 3
match	(*/)[2 3 4]	24
match	(|/)[3 1 2]	3
match	(&/)[3 1 2]	1
match	sum each (1 2;3 4)	3 7
# ---- sort and grading ----
match	iasc 2 1 2 1	1 3 0 2
match	idesc 1 2 1 2	1 3 0 2
match	asc 3 1 2	1 2 3
match	desc 1 3 2	3 2 1
match	rank 30 10 20	2 0 1
match	asc `b`a`c	`a`b`c
match	iasc til 0	til 0
match	3 xrank til 6	0 0 1 1 2 2
match	asc 0N 2 1	0N 1 2
# ---- membership, search, set ops ----
match	distinct 1 2 1 3	1 2 3
match	1 2 3 in 2 3	011b
match	2 in 1 2	1b
match	1 2 3?2	1
match	1 2 3?9	3
match	1 2 3 inter 2 4	1#2
match	1 2 3 except 2	1 3
match	1 2 3 except 1 2 3	til 0
match	1 2 union 2 3	1 2 3
match	1 3 5 bin 4	1
match	1 3 5 bin 0	-1
match	1 3 5 binr 4	2
match	2 within 1 3	1b
match	0 5 within 1 3	00b
match	where 0 1 1 0b	1 2
match	where 0 2 1	1 1 2
match	where 0#0b	til 0
# ---- strings and symbols ----
match	upper "abc"	"ABC"
match	lower "AbC"	"abc"
match	reverse "abc"	"cba"
match	string `abc	"abc"
match	string 42	"42"
match	string 1.5	"1.5"
match	`$"x"	`x
match	"," sv ("ab";"cd")	"ab,cd"
match	"," vs "ab,cd"	("ab";"cd")
match	" " sv ("a";"b")	"a b"
match	"abcab" ss "ab"	0 3
match	ssr["hello";"l";"L"]	"heLLo"
match	trim "  ab  "	"ab"
match	ltrim " ab "	"ab "
match	rtrim " ab "	" ab"
match	"abc" like "a*"	1b
match	"abc" like "a?c"	1b
match	count "abc"	3
match	reverse ""	""
deviation	lower `ABC	`abc	"abc"	symbol case ops return strings
deviation	upper `ab	`AB	"AB"	symbol case ops return strings
deviation	raze string `ab`cd	"abcd"	("ab";"cd")	strings are atoms, not char lists, so raze does not concatenate
deviation	"abc" 1	"b"	ERROR	strings are atoms: no char type, no string indexing by juxtaposition
deviation	("ab")@5	" "	ERROR:out of range	strings are atoms: no char fill on out-of-range index
gap	5$"ab"	"ab   "	ERROR:q cast	pad ($ with int left) not implemented
gap	-5$"ab"	"   ab"	ERROR:q cast	pad ($ with int left) not implemented
gap	1 "hello"	"e"		juxtaposed string indexing panics today (concurrent fix in flight)
# ---- numeric encode / decode ----
gap	2 vs 10	1 0 1 0	ERROR	numeric vs (base encode) not implemented
gap	2 sv 1 0 1 0	10	ERROR	numeric sv (base decode) not implemented
gap	10 vs 123	1 2 3	ERROR	numeric vs (base encode) not implemented
# ---- temporal ----
match	2024.01.02>2024.01.01	1b
match	2024.01.01 within 2023.12.31 2024.06.30	1b
match	12:00<13:00	1b
match	12:30:00>12:29:59	1b
match	2024.01.01=2024.01.01	1b
gap	2024.01.01+1	2024.01.02	ERROR:numeric operands	temporal arithmetic (date plus days) missing
gap	2024.01.02-2024.01.01	1i	ERROR:numeric operands	temporal difference missing
gap	2024.05m+1	2024.06m	ERROR:numeric operands	temporal arithmetic (month plus months) missing
gap	`mm$2024.05.01	5i	ERROR	temporal component cast `mm missing
gap	`year$2024.05.01	2024i	ERROR	temporal component cast `year missing
# ---- conditionals and control flow ----
match	$[1b;`a;`b]	`a
match	$[0;1;2]	2
gap	$[0;1;0;2;3]	3	ERROR:three arguments	multi-branch $[c;t;c;t;f] conditional missing
gap	?[1 0 1b;10 20 30;77 88 99]	10 88 30	ERROR	vector conditional ?[v;t;f] missing
match	i:0;while[i<3;i:i+1];i	3
# ---- type verb ----
deviation	type 1	-7h	-7	type returns long, canonical returns short
deviation	type 1 2	7h	7	type returns long, canonical returns short
deviation	type 1.5	-9h	-9	type returns long, canonical returns short
deviation	type `a	-11h	-11	type returns long, canonical returns short
deviation	type "ab"	10h	10	type returns long, canonical returns short
deviation	type ()	0h	0	type returns long, canonical returns short
# ---- casts ----
match	`float$1	1f
deviation	`long$2.7	3	2	casts truncate toward zero, canonical rounds to nearest
deviation	`long$-2.7	-3	-2	casts truncate toward zero, canonical rounds to nearest
match	"J"$"42"	42
match	"F"$"1.5"	1.5
deviation	`boolean$2	1b	ERROR	truthiness booleans: no implicit numeric to bool cast
match	`int$3.0	3i
deviation	"J"$"junk"	0N	ERROR:q cast	failed string casts error instead of returning null
# ---- misc verbs ----
match	til 5	0 1 2 3 4
match	til 0	0#1 2 3
match	next 1 2 3	2 3 0N
match	prev 1 2 3	0N 1 2
match	fills 1 0N 3 0N	1 1 3 3
match	fills 0N 1	0N 1
match	0^1 0N 3	1 0 3
match	9^0N	9
match	0N 2^3 0N	3 2
match	differ 1 1 2 2 3	10101b
match	maxs 1 3 2	1 3 3
match	mins 3 1 2	3 1 1
match	prds 1 2 3	1 2 6
match	avgs 2 4	2 3f
match	med 3 1 2	2f
match	med 1 2 3 4	2.5
match	var 1 2 3 4	1.25
match	dev 1 2 3 4	sqrt 1.25
match	5 xbar 3 7 13	0 5 10
match	5 xbar -1	-5
match	2 mavg 1 2 3	1 1.5 2.5
match	2 msum 1 2 3	1 3 5
match	2 mmax 1 3 2	1 3 3
match	2 mmin 3 1 2	3 1 1
match	2 mcount 1 0N 3	1 1 1
match	2 xprev 1 2 3 4	0N 0N 1 2
gap	1 2 cross 10 20	(1 10;1 20;2 10;2 20)		cross rows are generic pairs, canonical returns typed long rows
match	wavg[1 1;3 4]	3.5
match	any 0 0 1b	1b
match	all 1 1 0b	0b
match	value 42	42
gap	value "1+2"	3	"1+2"	value on a string should evaluate it
gap	0N!42	42		display verb 0N! missing, parses as dict instead
deviation	(sum;10 20 30 40) fby `a`a`b`b	30 30 70 70	ERROR:aggregate	fby is spelled agg vec fby group, canonical tuple form unsupported
deviation	sum 1 2 3 4 fby `a`a`b`b	ERROR	3 3 7 7	fby dialect form: canonical q rejects a bare vector left of fby
match	mmu[2 2#1 2 3 4f;2 2#5 6 7 8f]	(19 22f;43 50f)
match	inv 2 2#1 0 0 1f	(1 0f;0 1f)
gap	sum (1 2;3 4)	4 6	ERROR	columnar sum over a list of vectors missing
# ---- right-to-left evaluation order ----
match	2*3+4	14
match	10-3-2	9
match	2+3*4	14
match	8%4%2	4f
# ---- fuzzer findings (2026-06) ----
match	(0%0)~0%0	1b
match	count~count	1b
match	{x+1}~{x+1}	1b
match	(`a`b!1 2)<>`a`b!1 2	`a`b!00b
gap	min trim `a	ERROR	"a"	trim on a symbol atom should be a type error; compiled route returns a string (fuzzer finding)
# ---- date rendering ----
deviation	string 2024.01.05	"2024.01.05"	"2024-01-05"	ISO date strings: string of a date uses dashes
